root,subcategories,entries,link
ت ب ع,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D8%A8_%D8%B9
ت ج ر,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D8%AC_%D8%B1
ت ح ت,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D8%AD_%D8%AA
ت ح ف,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D8%AD_%D9%81
ت ر ب,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D8%B1_%D8%A8
ت ر ك,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D8%B1_%D9%83
ت س ع,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D8%B3_%D8%B9
ت ع ب,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D8%B9_%D8%A8
ت ع س,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D8%B9_%D8%B3
ت ف ه,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D9%81_%D9%87
ت ق ن,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D9%82_%D9%86
ت ل ف,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D9%84_%D9%81
ت ل ل,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D9%84_%D9%84
ت ل م,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D9%84_%D9%85
ت ل و,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D9%84_%D9%88
ت م م,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D9%85_%D9%85
ت و ب,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D9%88_%D8%A8
ت و ج,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D9%88_%D8%AC
ت و ق,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D9%88_%D9%82
ت و ه,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D9%88_%D9%87
ت ي ح,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D9%8A_%D8%AD
ت ي ه,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AA_%D9%8A_%D9%87
ث ء ب,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D8%A1_%D8%A8
ث ء ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D8%A1_%D8%B1
ث ب ت,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D8%A8_%D8%AA
ث ب ر,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D8%A8_%D8%B1
ث ب ط,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D8%A8_%D8%B7
ث د ي,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D8%AF_%D9%8A
ث ر ب,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D8%B1_%D8%A8
ث ر و,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D8%B1_%D9%88
ث ر ي,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D8%B1_%D9%8A
ث ع ب,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D8%B9_%D8%A8
ث غ ر,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D8%BA_%D8%B1
ث ف ر,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D9%81_%D8%B1
ث ق ب,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D9%82_%D8%A8
ث ق ف,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D9%82_%D9%81
ث ق ل,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D9%82_%D9%84
ث ك ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D9%83_%D9%84
ث ل ث,0,12,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D9%84_%D8%AB
ث ل ج,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D9%84_%D8%AC
ث ل ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D9%84_%D9%84
ث ل م,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D9%84_%D9%85
ث م ر,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D9%85_%D8%B1
ث م ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D9%85_%D9%84
ث م م,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D9%85_%D9%85
ث م ن,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D9%85_%D9%86
ث ن ن,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D9%86_%D9%86
ث ن ي,0,32,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D9%86_%D9%8A
ث و ب,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D9%88_%D8%A8
ث و ر,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AB_%D9%88_%D8%B1
ج ب ب,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%A8_%D8%A8
ج ب ر,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%A8_%D8%B1
ج ب ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%A8_%D9%84
ج ب ن,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%A8_%D9%86
ج ب ه,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%A8_%D9%87
ج ب ي,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%A8_%D9%8A
ج ث ث,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%AB_%D8%AB
ج ث م,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%AB_%D9%85
ج ث و,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%AB_%D9%88
ج ح ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%AD_%D8%B1
ج ح ش,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%AD_%D8%B4
ج ح ظ,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%AD_%D8%B8
ج ح ف,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%AD_%D9%81
ج ح م,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%AD_%D9%85
ج د ب,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%AF_%D8%A8
ج د د,0,12,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%AF_%D8%AF
ج د ر,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%AF_%D8%B1
ج د ع,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%AF_%D8%B9
ج د ل,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%AF_%D9%84
ج د و,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%AF_%D9%88
ج ذ ب,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B0_%D8%A8
ج ذ ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B0_%D9%81
ج ذ م,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B0_%D9%85
ج ر ء,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B1_%D8%A1
ج ر ب,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B1_%D8%A8
ج ر ح,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B1_%D8%AD
ج ر د,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B1_%D8%AF
ج ر ر,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B1_%D8%B1
ج ر ع,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B1_%D8%B9
ج ر ف,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B1_%D9%81
ج ر م,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B1_%D9%85
ج ر و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B1_%D9%88
ج ر ي,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B1_%D9%8A
ج ز ء,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B2_%D8%A1
ج ز ح,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B2_%D8%AD
ج ز ر,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B2_%D8%B1
ج ز ز,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B2_%D8%B2
ج ز ع,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B2_%D8%B9
ج ز ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B2_%D9%81
ج ز م,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B2_%D9%85
ج ز ي,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B2_%D9%8A
ج س ء,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B3_%D8%A1
ج س د,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B3_%D8%AF
ج س ر,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B3_%D8%B1
ج س س,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B3_%D8%B3
ج س م,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B3_%D9%85
ج ش أ,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B4_%D8%A3
ج ش ع,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B4_%D8%B9
ج ع ب,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B9_%D8%A8
ج ع د,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B9_%D8%AF
ج ع ر,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B9_%D8%B1
ج ع ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B9_%D9%81
ج ع ل,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D8%B9_%D9%84
ج ف ء,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%81_%D8%A1
ج ف ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%81_%D8%B1
ج ف ف,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%81_%D9%81
ج ف ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%81_%D9%84
ج ف ن,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%81_%D9%86
ج ل ب,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%84_%D8%A8
ج ل ح,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%84_%D8%AD
ج ل خ,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%84_%D8%AE
ج ل د,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%84_%D8%AF
ج ل س,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%84_%D8%B3
ج ل ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%84_%D9%81
ج ل ل,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%84_%D9%84
ج ل و,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%84_%D9%88
ج ل ي,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%84_%D9%8A
ج م د,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%85_%D8%AF
ج م ر,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%85_%D8%B1
ج م ع,0,29,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%85_%D8%B9
ج م ل,0,13,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%85_%D9%84
ج ن ب,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%86_%D8%A8
ج ن ح,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%86_%D8%AD
ج ن ز,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%86_%D8%B2
ج ن س,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%86_%D8%B3
ج ن ن,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%86_%D9%86
ج ن ي,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%86_%D9%8A
ج ه د,0,11,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%87_%D8%AF
ج ه ر,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%87_%D8%B1
ج ه ز,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%87_%D8%B2
ج ه ض,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%87_%D8%B6
ج ه ل,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%87_%D9%84
ج و ب,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%88_%D8%A8
ج و ح,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%88_%D8%AD
ج و د,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%88_%D8%AF
ج و ر,0,11,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%88_%D8%B1
ج و ز,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%88_%D8%B2
ج و ع,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%88_%D8%B9
ج و ف,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%88_%D9%81
ج و ل,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%88_%D9%84
ج ي ء,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%8A_%D8%A1
ج ي ب,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%8A_%D8%A8
ج ي د,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%8A_%D8%AF
ج ي ش,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AC_%D9%8A_%D8%B4
ح ب ب,0,19,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%A8_%D8%A8
ح ب ذ,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%A8_%D8%B0
ح ب ر,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%A8_%D8%B1
ح ب س,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%A8_%D8%B3
ح ب ط,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%A8_%D8%B7
ح ب ق,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%A8_%D9%82
ح ب ل,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%A8_%D9%84
ح ب ن,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%A8_%D9%86
ح ب و,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%A8_%D9%88
ح ت ت,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AA_%D8%AA
ح ث ث,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AB_%D8%AB
ح ث ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AB_%D8%B1
ح ج ب,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AC_%D8%A8
ح ج ج,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AC_%D8%AC
ح ج ر,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AC_%D8%B1
ح ج ز,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AC_%D8%B2
ح ج ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AC_%D9%81
ح ج م,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AC_%D9%85
ح ج ن,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AC_%D9%86
ح ج و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AC_%D9%88
ح د ب,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AF_%D8%A8
ح د ث,0,18,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AF_%D8%AB
ح د ج,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AF_%D8%AC
ح د د,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AF_%D8%AF
ح د ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AF_%D8%B1
ح د ق,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AF_%D9%82
ح د ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AF_%D9%84
ح د و,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%AF_%D9%88
ح ذ ر,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B0_%D8%B1
ح ذ ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B0_%D9%81
ح ذ ق,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B0_%D9%82
ح ذ و,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B0_%D9%88
ح ر ب,0,12,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B1_%D8%A8
ح ر ث,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B1_%D8%AB
ح ر ج,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B1_%D8%AC
ح ر ر,0,11,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B1_%D8%B1
ح ر ز,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B1_%D8%B2
ح ر س,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B1_%D8%B3
ح ر ش,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B1_%D8%B4
ح ر ص,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B1_%D8%B5
ح ر ض,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B1_%D8%B6
ح ر ف,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B1_%D9%81
ح ر ق,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B1_%D9%82
ح ر ك,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B1_%D9%83
ح ر م,0,16,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B1_%D9%85
ح ز ب,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B2_%D8%A8
ح ز ز,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B2_%D8%B2
ح ز م,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B2_%D9%85
ح ز ن,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B2_%D9%86
ح س ب,0,14,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B3_%D8%A8
ح س د,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B3_%D8%AF
ح س ر,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B3_%D8%B1
ح س س,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B3_%D8%B3
ح س م,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B3_%D9%85
ح س ن,0,13,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B3_%D9%86
ح س ي,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%AD_%D8%B3_%D9%8A
